context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
Dragomány György író: - A nemzetközi siker, tehát az, hogy Amerikában megjelent az annak volt köszönhető, hogy egy nagyon jó barátom, Olcsvári Pál egy igen remek fordító lefordított öt fejezetet, kitaláltuk azt, hogy ilyen váltó módon elküldjük ezeket a legnagyobb amerikai lapoknak az utcáról és így is tettünk. Elküldtük az öt legnagyobb amerikai folyóiratnak. Én nem tudtam, hogy milyen nehéz oda bekerülni. Az öt lapból négy nem válaszolt és az ötödik, a Perisium azt mondták, hogy - mert két novellát küldtünk oda, hogy az egyiket nagyon szívesen közölnék.; Akkor még nem tudtam, hogy évi húszezer darab novellát kapnak és abból négyet választanak ki általában.; tud; tagadás; Évi húszezer darab novellát kap a Perisium, és abból négyet választanak ki általában.; MNSZ, spok_hu_radio_030.txt; Ön szerint Dragomány György mennyire biztos abban, hogy a Perisium évi húszezer novellát kap?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Ez volt tehát Hillary Clinton véleménye. A magyar szakértőket sem lepte meg igazán az, hogy Pakisztán, amelyik elvben Amerika szövetségese, nyugodtan támogatja Amerika ellenfeleit is, hiszen ugyanez a helyzet például Afganisztán elnökével, akinek az öccse fegyvereket ad el a táliboknak. Rovó Attila kérdéseire Tálas Péter biztonságpolitikai szakértő válaszolt.; Tálas Péter biztonságpolitikai szakértő: - Ami izgalmas ebből a szempontból, az sokkal inkább az, hogy itt olyan részletek kerültek a napvilágra, amik - idézem -, amiről mi sem tudtunk, tehát én például személyesen nem tudtam, hogy ezer darab motorbiciklit adott a pakisztáni titkosszolgálat az afgán felkelőknek annak érdekében, hogy öngyilkos merényleteket tudjanak elkövetni.; tud; tagadás; Ezer darab motorbiciklit adott a pakisztáni titkosszolgálat az afgán felkelőknek annak érdekében, hogy öngyilkos merényleteket tudjanak elkövetni.; MNSZ, spok_hu_radio_030.txt; Ön szerint Tálas Péter mennyire biztos abban, hogy a pakisztáni titkosszolgálat ezer darab motorbiciklit adott az afgán felkelőknek annak érdekében, hogy öngyilkos merényleteket tudjanak elkövetni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Á.S.: - Emlékszem, hogy ott laktam, de nincs különös szentimentem hozzá úgy, hogyha engemet megkérdeznek, én pesti fiú vagyok. És én mindig magyarnak hittem magamat, azt mondtam, hogy az őseim farkasbőr kacagányban nyargalásztak Ázsia síkjain és erre a barátom, háitanítom kijavít, azt mondja a te őseid Robikának, Robika voltam teveszőr kaftánban imádkoztak a hederben. A heder ami olyan zsidó iskola-féle.; Én akkor nem tudtam, hogy én nem vagyok magyar; tud; tagadás; Á.S. nem magyar; MNSZ, spok_hu_radio_033.txt; Ön szerint Á.S. mennyire biztos abban, hogy ő nem magyar?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Zauper Tamásné elnök, Esély a Gyógyulásra Rákbetegek Győri Egyesülete.: - Igen, mindenki ügyelő. Egy pályázat útján nyertünk támogatást, NCA pályázatból tudtuk ezt megfinanszírozni. Nagyon jól érezzük itt magunkat, alkotunk, megbeszéljük az alkotásokat, ki mit szeretett volna rajzolni, festeni és tényleg mi jött ki belőle.; Én már nagyon régóta keresem az ilyenfajta terápiákat, jó pár évvel ezelőtt egy táncterápián, zeneterápián vettünk részt még Budapesten, de itt Győrben nem tudtam, hogy ilyen is létezik, úgyhogy én nagyon örülök neki, hogy az Enikővel összetalálkoztunk és létrejöhetett ez a művészetterápiás foglalkozás.; tud; tagadás; Győrben is létezik zeneterápia.; MNSZ, spok_hu_radio_033.txt; Ön szerint a beszélő mennyire biztos abban, hogy Győrben is létezik zeneterápia?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Az mit jelent?
János: - Legyen magánügy.; Riporter: - Akkor, amikor december elején ez a beszélgetés készült, még nem tudtam, hogy ez az elkalandozott nagyfiú egyike azoknak, akiket nap mint nap láttak a téren drogozni.; tud; tagadás; Ez az elkalandozott nagyfiú egyike azoknak, akiket nap mint nap láttak a téren drogozni.; MNSZ, spok_hu_radio_034.txt; Ön szerint a beszélő mennyire biztos abban, hogy az az elkalandozott nagyfiú egyike azoknak, akiket nap mint nap láttak a téren drogozni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bicsák Eszter műsorvezető: -... tehát az egyedeket /?
/ nem veszik föl, de amit akar, tehát pénzt nem annyit kap, viszont közbe doktori programot szeretne, hát ez sokba kerül!; Boros Julianna, a Pécsi Egyetem oktatója: - Igen, amikor a doktorira jelentkeztem, akkor nem tudtam, hogy ösztöndíjas leszek, hanem azt gondoltam, hogy meg kell próbálni!; tud; tagadás; Boros Julianna ösztöndíjas lett.; MNSZ, spok_hu_radio_036.txt; Ön szerint Boros Julianna mennyire biztos abban, hogy ösztöndíjas lett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bada Márta: - Hát nem volt rajta csak egy, de annak is örültem.
Lánczi Ágnes Riporter: - A mostani kiállításnak itt a Tolnay Szalonba, ez meglepetés volt?; Bada Márta: - Meglepetés volt, mert én nem tudtam, hogy ez nekem önálló kiállítás lesz, csak a vége fele tudtam már meg.; tud; tagadás; Ez Bada Mártának önálló kiállítás lett.; MNSZ, spok_hu_radio_037.txt; Ön szerint Bada Márta mennyire biztos benne, hogy az az ő önálló kiállítása lett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dolgoztam az egyetemen, de közben rengeteg írtam.
Magyarországról is, magyar viszonyokról is. És voltak ilyen rajongó hölgyek, az embernek mindig vannak rajongói, akik fölvették amit mondtam a gdanski rádióban, meg a sczeczini rádióban. Nem is mentem be a rádióba, hanem kihangosították a telefonomat, és elmondtam amit mondanom kellett.; Csak azt nem tudtam, hogy a rajongók meg magnóra veszik.; tud; tagadás; A rajongók magnóra veszik.; MNSZ, spok_hu_radio_037.txt; Ön szerint a beszélő mennyire biztos abban, hogy a rajongók magnóra vették a rádiós megjelenését?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nótár Zoltán, az Igrici Termelő és Értékesítési Szövetkezet elnöke: - Mert itt nincs még meg z az az ember, aki ezt továbbvigye, már most ezt tanítom, ezt a fiatalembert, a jövő év végén rá tudom hagyni az egészet, rá tudom bízni, és működtetni fogja, mindent-mindent az ég adta világon tud irányítani.; Műsorvezető: - Amikor beszélgetni kezdtem azzal a fiatal párral, akinek a története most következik, még nem tudtam, hogy Nótár Zoltán éppen ezt a fiatalembert választotta helyettesének.; tud; tagadás; Nótár Zoltán épp ezt a fiatalembert választotta helyettesének.; MNSZ, spok_hu_radio_037.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy Nótár Zoltán azt a fiatalembert választotta helyettesének?; ; ; ; ; ; ; ; ; ; ; ; ; ; 

Ha nem nyer, akkor pedig érthető, hogy ez a feszültség miért is többszöröse az átlagosnál. De tiszteletben kell tartanunk nekünk is azt a kabaláját Benedeknek, hogy ő megfogadta, hogy ő világverseny alatt soha nem beszél, egy kétszeres olimpiai bajnok ennyit gondolom megtehet. Majd beszél Kiss Gergő, vagy beszél Varga Dániel, vagy Szécsi Zoli, vagy Gergely Pista, majd meglátjuk, hogy kivel tudunk összefutni.; Amikor szombaton Ferihegyen összefutottam a kardvívókkal és láttam az arcukon, hogy valami baj van, én nem tudtam, hogy Gerevich György meghalt, ezt később tudtam meg Nébald György szövetségi kapitánytól, akkor köszöntem és elmentem, mert láttam, hogy ez most nem az a pillanat.; tud; tagadás; Gerevich György meghalt.; MNSZ, spok_hu_radio_038.txt; Ön szerint a beszélő mennyire biztos abban, hogy Gerevich György meghalt.; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A szegedi, Sándor József rendező alkotása, amely Forró Lajos történész, könyve alapján készült. A vetítés után, Németh Ernő, először a szerzőt, Forró Lajost kérdezte.
Forró Lajos: - A kutatásokat, 1992-ben, akkor még, kezdő történész hallgatóként kezdtem Szegeden.; Én előtte, nem tudtam, hogy a nagyapám is, ártatlanul áldozatul esett a 44-es eseményeknek.; tud; tagadás; Forró Lajos nagyapja is ártatlanul áldozatul esett a 44-es eseményeknek.; MNSZ, spok_hu_radio_038.txt; Ön szerint Forró Lajos mennyire biztos abban, hogy a nagyapja ártatlanul áldozatul esett a 44-es eseményeknek?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A továbbiakban aztán mindent hozzá lehet tanulni, de ha nincs az alap, nincs az anyanyelv, akkor arra építeni nem lehet. Európai kisebbségi újságírók ismerkednek a felvidéki magyarság helyzetével.; Én eddig is tudtam, hogy élnek magyarok Szlovákiában, de azt nem tudtam, hogy ilyen tömegesen, hogy több százezer ember és hogy milyen erős, de még nagyon sok a megharcolni való.; tud; tagadás; Ilyen tömegesen élnek magyarok Szlovákiában.; MNSZ, spok_hu_radio_040.txt; Ön szerint a beszélő mennyire biztos abban, hogy Szlovákiában tömegesen élnek magyarok?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Mundruczó Kornél filmrendező nyitotta meg a Korbejn kiállítást. Milyen asszociációkat hívott be Korbejn világa?; Mundruczó Kornél: - Amikor én megismerkedtem Korbejn művészetével, akkor én nem tudtam, hogy azzal ismerkedek meg.; tud; tagadás; Korbejn művészetével ismerkedett meg Mundruczó.; MNSZ, spok_hu_radio_041.txt; Ön szerint Mundruczkó Kornél mennyire biztos abban, hogy Korbejn művészetével ismerkedett meg?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Borzasztó volt az égett szag, rettenetes nagy por volt mindenütt, gázrobbanást is hallottunk, és akkor a rendőrök kijjebb tereltek minket, de az utcának a végét akkor már nem láttuk. Nekem három órára jelentkeztem kellett a személyzetnél, mert úgy volt, hogy mi visszaindulunk Budapestre.; Akkor még természetesen nem tudtam, hogy lezárták a légteret.; tud; tagadás; Lezárták a légteret.; MNSZ, spok_hu_radio_042.txt; Ön szerint a beszélő mennyire biztos benne, hogy lezárták a légteret?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cseh Zoltán: -  Kolozsvárt, azt nagyon sok embernek megmutatnám, mivel, hogy azért mai napig vannak olyanok, akik nem nagyon jártak, hát ugye a Farkas utcai templom, vagy akár a Házsongárd, most például Halottak napján, ugye az egész temető tiszta sötét, csak a mécsesek és a lámpások világítanak.; Műsorvezető: - Ez a könyv azért érdekes talán, mert épp a megszokott helyeken túl is mutat apró érdekességeket, például én magam nem tudtam, hogy vannak ilyen csodálatos moffetták, hogy a magas hegyi turizmus olyan élményeket ad, mint az Alpesek.; tud; tagadás; Vannak ilyen csodálatos moffetták, hogy a magas hegyi turizmus olyan élményeket ad, mint az Alpesek.; MNSZ, spok_hu_radio_043.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy vannak olyan csodálatos moffetták?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - azt mondta, hogy elkerült az Anonim Alkoholistákhoz. Hogyan került el?; Tünde: - Én nem tudtam, hogy alkoholista vagyok, azt tudom, hogy a gyerekeim apja az, és hogy az apám is ebben halt bele, nagyon fiatalon és a gyerekeim aggódtak értem, és mivel már a felnőtt családtagjaim lemondtak rólam, azt mondták, hogy "Anyátok menthetetlen, mert iszik."; tud; tagadás; A beszélő alkoholista.; MNSZ, spok_hu_radio_043.txt; Ön szerint a riportalany mennyire biztos abban, hogy alkoholista?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - De lehet, hogy nem az erdőnek van itt értéke, hanem azzal értékelődött fel a földterület, hogy itt az ipari park létesül.
Szebeni László a Szolnoki Ipari Park Kft. ügyvezető igazgatója.: - Míg itt Szolnokon vitézkedtem 99 előtt ez még egy kélyes álom se volt ez az ipari park.; Tehát azután kezdődtek ezek a dolgok és én ebben a munkában nem vettem részt, tehát én erről nem tudtam, hogy itt ipari park lesz.; tud; tagadás; Szolnokon ipari park lett.; MNSZ, spok_hu_radio_043.txt; Ön szerint Szebeni László mennyire biztos benne, hogy Szolnokon ipari park lett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hát mondom az én vagyok. És az mi ott?
Mondom hát nemzetőr voltam, a Kopácsy. Igen, annak a piszok Kopácsynak?; Hát én nem tudtam, hogy a Kopácsy azóta piszok lett ugye.; tud; tagadás; Kopácsy azóta piszok lett.; MNSZ, spok_hu_radio_044.txt; Ön szerint a beszélő mennyire biztos abban, hogy Kopácsy piszok lett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Erdélyi Lajos író, fotográfus: - Édesapámnak államosították az üzletét, nem volt miből tartania, és egy újság adott 407 lejes havi fizetést, ha megyek oda...
Riporter: - Hányban volt?; Erdélyi Lajos író, fotográfus: - 1949-be, nem tudtam, hogy a múlt időt dupla 't' -vel írják, és az 'ly' és 'j' -vel még ma is bizonytalan vagyok, írni nem tudok olyan jól.; tud; tagadás; A múlt időt dupla 't' -vel írják.; MNSZ, spok_hu_radio_048.txt; Ön szerint Erdélyi Lajos mennyire biztos abban, hogy a múlt időt duple 't'-vel írják?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Margit: - Anyukám meg az apukám ők észrevették hamar, hogy valószínűleg mi lehet a probléma, aztán elmentünk pszichológushoz.
Riporter: - Mennyi idő után gondolták azt, hogy ezzel orvoshoz kell menni, hány hónap után?; Margit: - Másfél hónap után rájöttek és akkor elmentünk pszichológushoz és én nem tudtam, hogy a szüleim aggódnak emiatt, és hogy ők erre gyanakodnak, magam sem voltam nagyon tisztában ezzel, hogy nekem mi a bajom és a pszichológusnő mondta, hogy a szüleim ezt gondolják és hogy nekem erről mi a véleményem?; tud; tagadás; A beszélő szülei aggódtak emiatt.; MNSZ, spok_hu_radio_048.txt; Ön szerint a beszélő mennyire biztos abban, hogy a szülei aggódtak a problémája miatt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Márk: - Az történt, hogy ott nevelkedtem és hétvégeken több olyan lány volt, aki megkért, hogy menjek el vele, ugyanis minden hétvégén elmehettünk kimenőre, és elmentem két-három lánnyal, és azzal találkoztam, hogy a családjukból vagy az édesanya, vagy az édesapa alkoholfüggőségben volt, és maga a körülmények, ahol laktak ez a mai napig meg van és időnként, ha nem is akarok rá emlékezni, de eszembe jut.
18 éves koromat elérve, kikerültem az intézetből és elkerültem egy olyan helyre, ahol szintén találkoztam az alkohollal és ezt úgy gondolom, hogy akárhova kerültem és akár milyen körülmények közé, egyszerűen nem tudtam nem észrevenni és szinte ott volt jelen mindig előttem.; Sokáig nem tudtam, hogy az én édesapám is alkoholista, és hogy szintén családi problémák miatt kerültem ilyen helyre.; tud; tagadás; A beszélő édesapja alkoholista.; MNSZ, spok_hu_radio_049.txt; Ön szerint a beszélő mennyite biztos abban, hogy az édesapja alkoholista?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Erika: - Lehet én egy kicsit a figuráját, lehet, hogy túlzottnak találtam, szóval ez az öngyilkosság, hát ki szoktak akadni tanárok, de azért ennyire nem.
Klára: - Ez adta a drámaiságát az egésznek.; Először nem tudtam, hogy ez egy színdarab, vagy ilyesmi, elhittem neki, hogy ő egy igazi tanár.; tud; tagadás; Ez egy színdarab.; MNSZ, spok_hu_radio_049.txt; Ön szerint a beszélő mennyire biztos abban, hogy az egy színdarab volt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Most azonban itt az ideje, ugyanis éppen ma délután van személyes találkozási lehetőség a Magdolna utcában. Kiss Bea riportja következik.; Vivien: - Az első gyerekemmel voltam fűhasználó és extasy-használó, másfél hónapig, amíg meg nem tudtam, hogy terhes vagyok, utána kezdett el foglalkoztatni a dolog tényleg, hogy mit nem tudnak erről semmit, miért nem lehet információkhoz jutni.; megtud; tagadás; Terhes volt.; MNSZ, spok_hu_radio_049.txt; Ön szerint a beszélő mennyire biztos abban, hogy terhes volt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Weiss András: - Igen, úgyhogy mindenki jól érezheti magát, maradhat ameddig akaRiporter
Riporter: - Szóval csinálja tovább, tehát ugye tavalyihoz képest, több mint kétszeresére nőtt a szamárállomány?; Weiss András: - Hát egy darabig bírom, a családom szerint, ha abbahagyom, akkor is amikor elkezdtem a szamarakkal, nem tudtam, hogy negyven-ötven évig él egy szamár; tud; tagadás; Negyven-ötven évig él egy szamár; MNSZ, spok_hu_radio_050.txt; Ön szerint Weiss András mennyire biztos benne, hogy egy szamár negyven-ötven évig él?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Kinyitottam a lift ajtót, mert lábbal rúgtam ki, mert, hogyha ott áll valaki, akkor a kezem szabadon legyen és akkor egy megdöbbentő látvány tárult a szemem elé.
Mintha vér folyt volna, mert piros festék. Először azt hittem, hogy valakit megöltek a falon a lépcsőházban folyt végig, és hát borzasztóan nézett ki az egész. Később írta is, hogy ilyen lesz a kifolyt véretek.; Kint állt az elkövető és akkor mi akiről én még nem tudtam, hogy ő az és mondtam neki, hogy hát ez szörnyű, hát gyorsan segítsen, hogy én felmossam és hozzon meleg vizet, mert gyerekek is vannak és ha ezek meglátják a saját gyereke is, akkor ez egy életre kiható élmény lesz számukra amit jobb, hogyha elkerül.; tud; tagadás; Az elkövető állt kint.; MNSZ, spok_hu_radio_051.txt; Ön szerint a beszélő mennyire biztos benne, hogy aki kint állt, az az elkövető?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
